accr_x,accr_y,accr_z,gyr_x,gyr_y,gyr_z,timestamp,time
1.049513,19.76095,6.186822,-0.18093,-0.328003,-0.1290537,17,1.72
-4.669523,7.577389,4.369615,-0.5517784,-1.177408,-0.5571706,18,1.82
1.049513,19.76095,6.186822,-0.18093,-0.328003,-0.1290537,18,1.82
-1.014243,6.266073,4.658278,-0.08277575,-0.5133407,-0.3312761,18,1.82
-2.900054,6.670323,3.527349,-0.7464509,-0.02245455,-0.4471635,18,1.82
0.7902645,8.73597,3.407497,-0.580146,0.4835728,-0.3427062,18,1.82
7.449988,10.05944,3.166469,-0.4584437,-0.3670925,-0.3329911,18,1.82
0.7902645,8.73597,3.407497,-0.580146,0.4835728,-0.3427062,19,1.92
7.449988,10.05944,3.166469,-0.4584437,-0.3670925,-0.3329911,19,1.92
6.354951,8.718438,3.641562,-0.4214443,-1.482354,-0.6369108,19,1.92
-1.400832,7.855535,4.738935,-0.4998878,-1.897788,-0.6788485,19,1.92
-4.862269,7.189631,4.858099,-0.5540299,-1.345539,-0.472397,19,1.92
-3.029271,8.466629,4.580192,-0.6804406,-0.1717865,-0.144569,19,1.92
-4.862269,7.189631,4.858099,-0.5540299,-1.345539,-0.472397,20,2.02
-3.029271,8.466629,4.580192,-0.6804406,-0.1717865,-0.144569,20,2.02
1.654441,8.573925,4.59042,-0.6775979,0.08827589,-0.01968849,20,2.02
3.683592,8.996819,4.614424,-0.6780137,-0.3579234,-0.1714486,20,2.02
2.217614,8.26887,4.920753,-0.6765469,-0.79379,-0.3261546,20,2.02
0.2707087,7.200404,5.003839,-0.660151,-0.8701185,-0.2578963,20,2.02
2.217614,8.26887,4.920753,-0.6765469,-0.79379,-0.3261546,21,2.12
0.2707087,7.200404,5.003839,-0.660151,-0.8701185,-0.2578963,21,2.12
0.01153807,7.996924,5.146919,-0.6401908,-0.7618474,-0.1656292,21,2.12
0.3025539,9.07212,5.653656,-0.6053877,-0.6285911,-0.07688183,21,2.12
1.247177,8.393096,5.595971,-0.4987314,-0.5355285,-0.04557794,21,2.12
1.667202,7.351528,5.183992,-0.5422514,-0.5059743,-0.02083679,21,2.12
1.247177,8.393096,5.595971,-0.4987314,-0.5355285,-0.04557794,22,2.22
1.667202,7.351528,5.183992,-0.5422514,-0.5059743,-0.02083679,22,2.22
1.612392,7.831589,5.387211,-0.4574134,-0.3971081,-0.01335902,22,2.22
1.739157,8.583373,6.000542,-0.3786304,-0.08794031,-0.03191997,22,2.22
1.85951,8.210147,5.585417,-0.3477299,0.1157396,-0.07900081,22,2.22
2.138009,7.570952,5.302987,-0.452619,0.1581973,-0.09080713,22,2.22
1.85951,8.210147,5.585417,-0.3477299,0.1157396,-0.07900081,23,2.32
2.138009,7.570952,5.302987,-0.452619,0.1581973,-0.09080713,23,2.32
2.689255,7.437228,5.929269,-0.5141509,0.0579864,-0.1957037,23,2.32
0.8431109,7.774273,6.445669,-0.4825771,-0.347649,-0.2578541,23,2.32
-0.6226498,7.504836,6.702548,-0.4520317,-0.4637338,-0.2488162,23,2.32
-2.082959,8.108323,7.184071,-0.511274,-0.1709212,-0.07253303,23,2.32
-0.6226498,7.504836,6.702548,-0.4520317,-0.4637338,-0.2488162,24,2.42
-2.082959,8.108323,7.184071,-0.511274,-0.1709212,-0.07253303,24,2.42
-1.33242,7.61171,6.900106,-0.3843074,0.07491652,0.1082346,24,2.42
0.4258692,7.843794,7.131035,-0.3688949,0.2556734,0.262959,24,2.42
1.520038,7.578464,6.866966,-0.2221794,0.229893,0.3109236,24,2.42
2.036813,7.386311,6.72573,-0.1994552,0.1174643,0.3464872,24,2.42
1.520038,7.578464,6.866966,-0.2221794,0.229893,0.3109236,25,2.52
2.036813,7.386311,6.72573,-0.1994552,0.1174643,0.3464872,25,2.52
1.830918,7.819969,6.705443,-0.1447769,0.09740266,0.306283,25,2.52
2.416465,7.195599,6.327948,-0.07918105,0.1411495,0.3195713,25,2.52
2.100577,7.469968,6.579711,-0.03907791,0.1198915,0.2380207,25,2.52
1.26912,7.224481,6.693574,-0.0005189067,0.245107,0.2196277,25,2.52
2.100577,7.469968,6.579711,-0.03907791,0.1198915,0.2380207,26,2.62
1.26912,7.224481,6.693574,-0.0005189067,0.245107,0.2196277,26,2.62
2.045954,7.102292,6.709769,0.01568562,0.3059368,0.2537116,26,2.62
2.198704,7.786112,6.893694,0.1008181,0.2994007,0.2375984,26,2.62
2.433556,7.299281,6.934377,0.191434,0.2983136,0.1745154,26,2.62
2.86744,7.382507,7.492507,0.2568981,0.1996673,0.1302262,26,2.62
2.433556,7.299281,6.934377,0.191434,0.2983136,0.1745154,27,2.72
2.86744,7.382507,7.492507,0.2568981,0.1996673,0.1302262,27,2.72
2.844472,7.85869,7.678326,0.3447217,0.1744536,0.0327021,27,2.72
2.474627,7.60403,7.061045,0.474746,0.1515052,-0.04090872,27,2.72
2.019483,7.414742,6.583039,0.5846181,0.1096125,-0.07855283,27,2.72
1.258288,7.666877,6.951562,0.661949,0.1660897,-0.1306175,27,2.72
2.019483,7.414742,6.583039,0.5846181,0.1096125,-0.07855283,28,2.82
1.258288,7.666877,6.951562,0.661949,0.1660897,-0.1306175,28,2.82
1.8,7.703813,6.451547,0.7467242,0.2296025,-0.09515803,28,2.82
1.516766,7.781764,6.355002,0.8303986,0.1598493,-0.1129771,28,2.82
1.306503,7.828252,6.168252,0.9199219,0.1276128,-0.1439714,28,2.82
1.538311,7.838684,5.839803,0.9772599,0.1274686,-0.1251618,28,2.82
1.306503,7.828252,6.168252,0.9199219,0.1276128,-0.1439714,29,2.92
1.538311,7.838684,5.839803,0.9772599,0.1274686,-0.1251618,29,2.92
1.647004,7.889583,5.752683,1.038163,0.09127526,-0.113024,29,2.92
1.466981,8.435096,5.423019,1.106888,0.05278971,-0.1488579,29,2.92
1.537282,8.52,5.313926,1.142129,0.03044001,-0.1886339,29,2.92
1.396036,7.817103,3.944205,1.175363,-0.1006273,-0.2232849,29,2.92
1.537282,8.52,5.313926,1.142129,0.03044001,-0.1886339,30,3.02
1.396036,7.817103,3.944205,1.175363,-0.1006273,-0.2232849,30,3.02
1.077158,8.417123,3.066083,1.120697,-0.2093152,-0.253362,30,3.02
1.162162,8.516178,2.420349,1.010073,-0.195282,-0.2850241,30,3.02
1.306838,8.390017,0.8605299,0.8960071,-0.2118522,-0.2631824,30,3.02
0.7109075,8.733922,1.047727,0.6389262,-0.2820652,-0.2873715,30,3.02
1.306838,8.390017,0.8605299,0.8960071,-0.2118522,-0.2631824,31,3.12
0.7109075,8.733922,1.047727,0.6389262,-0.2820652,-0.2873715,31,3.12
0.5615655,9.07,1.359872,0.4777829,-0.3142976,-0.2653098,31,3.12
0.3832498,9.219975,1.926399,0.3314047,-0.3166667,-0.2146564,31,3.12
0.8363399,9.220631,2.874699,0.1930907,-0.2990416,-0.1933543,31,3.12
0.4956241,9.279083,3.230586,0.1775237,-0.3721388,-0.1611148,31,3.12
0.8363399,9.220631,2.874699,0.1930907,-0.2990416,-0.1933543,32,3.22
0.4956241,9.279083,3.230586,0.1775237,-0.3721388,-0.1611148,32,3.22
0.1521335,9.198678,4.420711,0.1771823,-0.3440086,-0.1550452,32,3.22
1.555201,8.920832,3.89723,0.2642377,-0.1679845,-0.1055426,32,3.22
2.690603,9.987201,3.637503,0.3015052,-0.1551731,-0.1143605,32,3.22
2.659068,9.38491,4.178136,0.4344029,-0.3784122,-0.2937794,32,3.22
2.690603,9.987201,3.637503,0.3015052,-0.1551731,-0.1143605,33,3.32
2.659068,9.38491,4.178136,0.4344029,-0.3784122,-0.2937794,33,3.32
1.309957,8.993152,3.941572,0.4980405,-0.5560571,-0.3940261,33,3.32
-0.4595394,8.648549,3.648242,0.5747181,-0.6052604,-0.4364735,33,3.32
-0.08529876,8.961454,3.257689,0.64828,-0.4971233,-0.3182497,33,3.32
-0.08899324,9.234101,2.646905,0.6861102,-0.366835,-0.2570358,33,3.32
-0.08529876,8.961454,3.257689,0.64828,-0.4971233,-0.3182497,34,3.42
-0.08899324,9.234101,2.646905,0.6861102,-0.366835,-0.2570358,34,3.42
0.3318358,9.67335,1.795185,0.664482,-0.2730884,-0.2408474,34,3.42
-0.06698594,9.028493,1.048767,0.5883983,-0.2289683,-0.2248773,34,3.42
0.290912,9.187048,0.6889088,0.4889993,-0.1402629,-0.1808938,34,3.42
0.7886838,9.71947,0.7247352,0.356706,-0.03271168,-0.1450971,34,3.42
0.290912,9.187048,0.6889088,0.4889993,-0.1402629,-0.1808938,35,3.52
0.7886838,9.71947,0.7247352,0.356706,-0.03271168,-0.1450971,35,3.52
0.9516762,9.609386,0.8508381,0.2969976,-0.05830605,-0.1539407,35,3.52
0.4829031,9.655069,0.4882952,0.2046106,-0.1427518,-0.1858204,35,3.52
1.03113,9.82717,0.01773652,0.08872483,-0.1598514,-0.2240545,35,3.52
1.542432,9.947616,-0.4696803,-0.0972672,-0.3236122,-0.3032463,35,3.52
1.03113,9.82717,0.01773652,0.08872483,-0.1598514,-0.2240545,36,3.62
1.542432,9.947616,-0.4696803,-0.0972672,-0.3236122,-0.3032463,36,3.62
2.295376,10.65083,-0.2988088,-0.217902,-0.4992182,-0.4158039,36,3.62
3.728165,10.82679,0.4417547,-0.255716,-0.9478331,-0.6588305,36,3.62
4.095171,10.30116,1.110446,-0.279633,-1.555283,-0.9535609,36,3.62
2.167738,9.681659,1.658508,-0.311428,-2.441476,-1.342584,36,3.62
4.095171,10.30116,1.110446,-0.279633,-1.555283,-0.9535609,37,3.72
2.167738,9.681659,1.658508,-0.311428,-2.441476,-1.342584,37,3.72
1.024586,10.16268,2.837898,-0.3838565,-2.634944,-1.499235,37,3.72
1.960379,8.772054,4.194307,-0.2844557,-2.673751,-1.611804,37,3.72
1.700762,8.356888,5.15687,-0.1297929,-2.90638,-1.546524,37,3.72
-1.883175,8.328617,5.874517,0.2776367,-3.193804,-1.420195,37,3.72
1.700762,8.356888,5.15687,-0.1297929,-2.90638,-1.546524,38,3.82
-1.883175,8.328617,5.874517,0.2776367,-3.193804,-1.420195,38,3.82
-3.722219,9.381624,4.607781,0.8323825,-2.809801,-1.2312,38,3.82
-4.344176,8.74696,3.556617,1.558208,-1.879654,-1.066661,38,3.82
-3.552164,8.567313,2.375448,1.810291,-1.076876,-0.8682269,38,3.82
-1.465822,8.945479,1.764887,1.793717,-0.5550858,-0.674497,38,3.82
-3.552164,8.567313,2.375448,1.810291,-1.076876,-0.8682269,39,3.92
-1.465822,8.945479,1.764887,1.793717,-0.5550858,-0.674497,39,3.92
0.03633628,8.237096,1.164383,1.694463,-0.6196177,-0.5634056,39,3.92
2.618232,5.400701,0.1357927,1.391009,-1.109884,-0.4223919,39,3.92
2.667446,4.631912,-0.09710352,0.8334327,-1.759551,-0.4644542,39,3.92
0.1450619,5.541318,1.152872,-0.01432561,-2.739497,-0.6766667,39,3.92
2.667446,4.631912,-0.09710352,0.8334327,-1.759551,-0.4644542,40,4.02
0.1450619,5.541318,1.152872,-0.01432561,-2.739497,-0.6766667,40,4.02
-6.089143,18.70747,0.4231324,0.06624355,-2.852278,-0.6105132,40,4.02
-18.18192,6.367413,-0.6425551,0.9292713,-1.590134,-0.5230645,40,4.02
-14.2169,6.831967,-2.406033,0.293242,0.4670031,0.2978015,40,4.02
2.566763,10.47861,0.1547674,-0.3120355,2.41296,1.154013,40,4.02
-14.2169,6.831967,-2.406033,0.293242,0.4670031,0.2978015,41,4.12
2.566763,10.47861,0.1547674,-0.3120355,2.41296,1.154013,41,4.12
5.123342,12.09983,0.08183882,-0.5803794,1.647719,0.9356489,41,4.12
3.125531,9.429008,-1.331685,-0.5666729,-0.005034804,0.3279715,41,4.12
-1.818161,8.143034,0.5931142,-0.6798295,-0.7882025,0.01224298,41,4.12
-2.555163,10.19186,1.889923,-0.7321073,-0.6990784,0.1228565,41,4.12
-1.818161,8.143034,0.5931142,-0.6798295,-0.7882025,0.01224298,42,4.22
-2.555163,10.19186,1.889923,-0.7321073,-0.6990784,0.1228565,42,4.22
-1.488123,9.223749,2.090938,-0.6226362,-0.2178663,0.3077491,42,4.22
-0.9439485,9.47708,2.430287,-0.5771986,0.3430633,0.4478703,42,4.22
0.2983534,10.13933,2.03778,-0.5059137,0.5987198,0.5258291,42,4.22
1.063714,9.99819,1.41981,-0.4202257,0.5322296,0.4537822,42,4.22
0.2983534,10.13933,2.03778,-0.5059137,0.5987198,0.5258291,43,4.32
1.063714,9.99819,1.41981,-0.4202257,0.5322296,0.4537822,43,4.32
1.152614,9.612241,1.18944,-0.3561442,0.1233997,0.3011921,43,4.32
-1.026989,9.782368,1.673635,-0.3145362,-0.4799012,0.108172,43,4.32
-2.289404,9.5178,2.048801,-0.2807636,-0.5505103,0.06559854,43,4.32
-1.245886,9.709511,2.191802,-0.2696202,-0.1992505,0.1740904,43,4.32
-2.289404,9.5178,2.048801,-0.2807636,-0.5505103,0.06559854,44,4.42
-1.245886,9.709511,2.191802,-0.2696202,-0.1992505,0.1740904,44,4.42
1.011472,10.07439,2.140255,-0.2277145,0.1084019,0.2655661,44,4.42
2.473402,9.993506,1.994398,-0.1459888,0.04482599,0.2053243,44,4.42
0.5562592,9.843708,2.029513,-0.09696571,-0.2032483,0.05509953,44,4.42
-1.278592,9.545775,1.528875,-0.07222222,-0.2947334,0.002700607,44,4.42
0.5562592,9.843708,2.029513,-0.09696571,-0.2032483,0.05509953,45,4.52
-1.278592,9.545775,1.528875,-0.07222222,-0.2947334,0.002700607,45,4.52
-1.136446,9.500921,1.218748,-0.09570323,-0.1834521,0.02097997,45,4.52
0.03324308,9.472534,0.9491554,-0.142829,-0.1281823,0.05395193,45,4.52
-0.7708672,9.609653,1.191908,-0.1999001,-0.167373,0.03242395,45,4.52
-0.607798,9.56903,1.45903,-0.2345933,-0.02730458,0.06397662,45,4.52
-0.7708672,9.609653,1.191908,-0.1999001,-0.167373,0.03242395,46,4.62
-0.607798,9.56903,1.45903,-0.2345933,-0.02730458,0.06397662,46,4.62
-0.2734686,9.679414,1.588243,-0.2587214,0.1376605,0.09484087,46,4.62
0.2093732,9.670418,2.049612,-0.2734657,0.2266782,0.1030686,46,4.62
-0.1773263,9.65242,2.200829,-0.2668289,0.2195133,0.05962536,46,4.62
-0.389748,9.591519,2.450634,-0.2559069,0.2489461,0.03883171,46,4.62
-0.1773263,9.65242,2.200829,-0.2668289,0.2195133,0.05962536,47,4.72
-0.389748,9.591519,2.450634,-0.2559069,0.2489461,0.03883171,47,4.72
-0.66,9.626942,2.530319,-0.2477409,0.2536253,0.02406178,47,4.72
0.5463594,9.723741,2.108728,-0.2198297,0.3082357,0.04068398,47,4.72
1.570207,9.754978,1.808449,-0.2264908,0.1391302,-0.01374104,47,4.72
-0.877069,9.705117,1.884018,-0.2365395,-0.1818458,-0.1926366,47,4.72
1.570207,9.754978,1.808449,-0.2264908,0.1391302,-0.01374104,48,4.82
-0.877069,9.705117,1.884018,-0.2365395,-0.1818458,-0.1926366,48,4.82
-2.024878,9.340904,1.862109,-0.2556101,-0.16861,-0.1840985,48,4.82
-1.228365,9.473941,2.374905,-0.2931251,0.05864019,-0.1067496,48,4.82
-0.5802253,9.384244,2.541106,-0.3056334,0.1798864,-0.05895269,48,4.82
0.0650521,9.423358,2.866642,-0.3064395,0.2193984,-0.06837941,48,4.82
-0.5802253,9.384244,2.541106,-0.3056334,0.1798864,-0.05895269,49,4.92
0.0650521,9.423358,2.866642,-0.3064395,0.2193984,-0.06837941,49,4.92
-0.3478027,9.282927,3.026097,-0.2626064,0.1274517,-0.1009024,49,4.92
-1.184508,9.076489,3.064702,-0.2281782,0.07071072,-0.1318669,49,4.92
-1.112715,9.257185,2.950905,-0.217997,0.1147722,-0.1125825,49,4.92
-0.1663116,9.534867,2.751445,-0.1973369,0.1425573,-0.1063316,49,4.92
-1.112715,9.257185,2.950905,-0.217997,0.1147722,-0.1125825,50,5.02
-0.1663116,9.534867,2.751445,-0.1973369,0.1425573,-0.1063316,50,5.02
-0.2022635,9.400919,2.764541,-0.1804018,0.07048395,-0.1328372,50,5.02
-0.7639071,9.351149,2.878276,-0.1705494,-0.04148556,-0.1725967,50,5.02
-1.285558,9.31,2.902779,-0.1630346,-0.005997671,-0.1643131,50,5.02
-1.07,9.253,2.9215,-0.1580264,0.06739728,-0.1286064,50,5.02
-1.285558,9.31,2.902779,-0.1630346,-0.005997671,-0.1643131,51,5.12
-1.07,9.253,2.9215,-0.1580264,0.06739728,-0.1286064,51,5.12
-0.9880072,9.27911,2.866228,-0.162907,0.08373387,-0.1176357,51,5.12
-1.145826,9.188609,2.995826,-0.1478222,0.04515574,-0.1165778,51,5.12
-1.148556,9.158468,3.033063,-0.1524098,0.03704183,-0.111948,51,5.12
-0.4786067,9.300464,3.174417,-0.1432763,0.01530015,-0.09806301,51,5.12
-1.148556,9.158468,3.033063,-0.1524098,0.03704183,-0.111948,52,5.22
-0.4786067,9.300464,3.174417,-0.1432763,0.01530015,-0.09806301,52,5.22
-0.4779167,9.341544,3.34,-0.1123598,-0.03899276,-0.1163655,52,5.22
-1.091609,9.205573,3.216688,-0.07679146,-0.06901368,-0.1449835,52,5.22
-1.353695,9.178985,3.215507,-0.06602882,-0.03586422,-0.1354458,52,5.22
-1.68496,9.22568,3.14784,-0.06360595,0.06008667,-0.1070219,52,5.22
-1.353695,9.178985,3.215507,-0.06602882,-0.03586422,-0.1354458,53,5.32
-1.68496,9.22568,3.14784,-0.06360595,0.06008667,-0.1070219,53,5.32
-1.523378,9.091665,3.076683,-0.05893195,0.1361025,-0.07262705,53,5.32
-0.948997,9.25,3.046462,-0.07073613,0.1913223,-0.04171109,53,5.32
-0.875461,9.162401,3.097467,-0.06444444,0.1607834,-0.04234654,53,5.32
-1.13,9.233569,3.121785,-0.06283661,0.1029785,-0.06652475,53,5.32
-0.875461,9.162401,3.097467,-0.06444444,0.1607834,-0.04234654,54,5.42
-1.13,9.233569,3.121785,-0.06283661,0.1029785,-0.06652475,54,5.42
-1.148004,9.151996,3.217605,-0.05195968,0.08097044,-0.05856541,54,5.42
-0.9281775,9.151398,3.207203,-0.04511891,0.08187785,-0.05867057,54,5.42
-0.8289421,9.160402,3.308668,-0.02616565,0.0264242,-0.06368487,54,5.42
-1.385586,9.268052,3.352207,-0.0103918,-0.03712479,-0.09084991,54,5.42
-0.8289421,9.160402,3.308668,-0.02616565,0.0264242,-0.06368487,55,5.52
-1.385586,9.268052,3.352207,-0.0103918,-0.03712479,-0.09084991,55,5.52
-1.518367,9.191633,3.24255,0.007799969,-0.03435568,-0.08660749,55,5.52
-1.667039,9.18,3.176053,0.01480104,0.005136972,-0.06890955,55,5.52
-1.437549,9.21102,2.977755,0.01103373,0.04924805,-0.05612499,55,5.52
-1.191037,9.128271,2.960692,0.004602999,0.07396817,-0.03753964,55,5.52
