accr_x,accr_y,accr_z,gyr_x,gyr_y,gyr_z,timestamp,time
0.4590171,8.72,-4.464509,0.0003985672,-0.002264518,-0.002222222,17,1.72
0.4852705,8.720541,-4.47,-0.003361766,-0.002193789,-2.843277e-05,17,1.72
0.4610692,8.71,-4.464465,-0.001665797,-0.002638672,-0.002222222,17,1.72
0.4852705,8.720541,-4.47,-0.003361766,-0.002193789,-2.843277e-05,18,1.82
0.4610692,8.71,-4.464465,-0.001665797,-0.002638672,-0.002222222,18,1.82
0.4482537,8.695873,-4.481746,-0.002617317,-0.002765661,0.001036939,18,1.82
0.46,8.718024,-4.485988,0.0007711281,0.001473885,0.0,18,1.82
0.4765621,8.703438,-4.489686,0.001843971,0.001111111,-0.00073286,18,1.82
0.4455958,8.7,-4.48,-0.0008229503,-0.002578749,0.0,18,1.82
0.4765621,8.703438,-4.489686,0.001843971,0.001111111,-0.00073286,19,1.92
0.4455958,8.7,-4.48,-0.0008229503,-0.002578749,0.0,19,1.92
0.4441453,8.712436,-4.494145,-0.001869518,-0.001490314,0.001463816,19,1.92
0.4743696,8.72563,-4.46563,-0.00151815,0.005962595,0.001463147,19,1.92
0.513545,8.7,-4.456455,-0.001433281,0.006199895,0.002938863,19,1.92
0.4831164,8.709349,-4.46,0.001111111,-0.00410995,-0.0003883084,19,1.92
0.513545,8.7,-4.456455,-0.001433281,0.006199895,0.002938863,20,2.02
0.4831164,8.709349,-4.46,0.001111111,-0.00410995,-0.0003883084,20,2.02
0.4524685,8.716234,-4.48,-0.0004198781,-0.005975434,-0.001382466,20,2.02
0.4257595,8.705759,-4.464241,0.0006932189,-0.0003466094,0.0,20,2.02
0.4443491,8.704349,-4.474349,0.001676377,0.0005652655,0.001676377,20,2.02
0.4648001,8.7004,-4.4696,-0.0004085882,0.002107569,0.0,20,2.02
0.4443491,8.704349,-4.474349,0.001676377,0.0005652655,0.001676377,21,2.12
0.4648001,8.7004,-4.4696,-0.0004085882,0.002107569,0.0,21,2.12
0.4784994,8.698499,-4.503001,0.0,0.001509171,0.002139155,21,2.12
0.4844341,8.698868,-4.462264,-0.002222222,0.004189699,0.002991869,21,2.12
0.5158937,8.704106,-4.498213,-0.002772354,0.003333333,0.0005573634,21,2.12
0.4652643,8.715264,-4.465264,-0.001786281,-0.007820294,-0.001786281,21,2.12
0.5158937,8.704106,-4.498213,-0.002772354,0.003333333,0.0005573634,22,2.22
0.4652643,8.715264,-4.465264,-0.001786281,-0.007820294,-0.001786281,22,2.22
0.4441963,8.715804,-4.463215,0.003372974,-0.0003835839,-0.002566166,22,2.22
0.4350136,8.709973,-4.450027,-0.001596818,-0.003286767,0.0,22,2.22
0.4652415,8.71,-4.48,-6.588487e-05,0.004444444,-0.0007627024,22,2.22
0.4743746,8.718749,-4.473124,0.001555636,-0.0009998788,0.0008890505,22,2.22
0.4652415,8.71,-4.48,-6.588487e-05,0.004444444,-0.0007627024,23,2.32
0.4743746,8.718749,-4.473124,0.001555636,-0.0009998788,0.0008890505,23,2.32
0.4800478,8.71,-4.5,-0.000226112,-0.00199611,-0.000226112,23,2.32
0.4801773,8.694911,-4.475089,0.0009272957,0.0009272957,-0.001758574,23,2.32
0.4958408,8.7,-4.47,0.001478983,-0.003333333,-1.499364e-06,23,2.32
0.4658504,8.718299,-4.47415,-0.004444444,-0.005838741,-0.0003485741,23,2.32
0.4958408,8.7,-4.47,0.001478983,-0.003333333,-1.499364e-06,24,2.42
0.4658504,8.718299,-4.47415,-0.004444444,-0.005838741,-0.0003485741,24,2.42
0.4466002,8.7234,-4.48,-0.0003504057,-0.002632522,-0.002632522,24,2.42
0.45,8.730156,-4.480156,0.002688561,0.001289544,-0.001111111,24,2.42
0.4343427,8.715657,-4.486972,0.0003462083,-0.001857892,-0.002222222,24,2.42
0.4467562,8.710134,-4.446891,0.00213598,0.002847973,0.0003991179,24,2.42
0.4343427,8.715657,-4.486972,0.0003462083,-0.001857892,-0.002222222,25,2.52
0.4467562,8.710134,-4.446891,0.00213598,0.002847973,0.0003991179,25,2.52
0.4763528,8.71,-4.477294,-0.003346118,0.003333333,0.001856113,25,2.52
0.4749672,8.715033,-4.485098,0.0003045198,0.00350069,0.000943754,25,2.52
0.4757664,8.71,-4.5,-0.0007697001,0.001089392,0.001089392,25,2.52
0.4585658,8.718566,-4.467151,-0.003118927,0.0002144063,0.001228084,25,2.52
0.4757664,8.71,-4.5,-0.0007697001,0.001089392,0.001089392,26,2.62
0.4585658,8.718566,-4.467151,-0.003118927,0.0002144063,0.001228084,26,2.62
0.4669213,8.71,-4.486921,-0.0003111297,0.001822232,0.001911092,26,2.62
0.4650222,8.704978,-4.475022,0.0002773776,0.0,0.001111111,26,2.62
0.48,8.695501,-4.492003,-6.021557e-05,0.0,0.001111111,26,2.62
0.47,8.708882,-4.502235,-0.001694068,0.00300548,0.0003278531,26,2.62
0.48,8.695501,-4.492003,-6.021557e-05,0.0,0.001111111,27,2.72
0.47,8.708882,-4.502235,-0.001694068,0.00300548,0.0003278531,27,2.72
0.4768266,8.706827,-4.513653,-0.002867514,0.001550212,0.001111111,27,2.72
0.4928794,8.717121,-4.455759,-0.00143055,-0.002937497,-0.0003194385,27,2.72
0.4820984,8.71,-4.471852,-0.002222222,-0.0008672907,0.001354932,27,2.72
0.4652193,8.71,-4.459123,-0.00126512,-0.001034107,0.0,27,2.72
0.4820984,8.71,-4.471852,-0.002222222,-0.0008672907,0.001354932,28,2.82
0.4652193,8.71,-4.459123,-0.00126512,-0.001034107,0.0,28,2.82
0.463417,8.703417,-4.47,-0.00393575,0.0007898619,-0.0005086943,28,2.82
0.47,8.71,-4.446139,-0.003927348,-0.0005940151,7.691915e-05,28,2.82
0.4613214,8.714339,-4.451321,-0.003688272,0.001111111,0.0007561727,28,2.82
0.4349685,8.709937,-4.454779,0.0,-0.002397213,0.0003120401,28,2.82
0.4613214,8.714339,-4.451321,-0.003688272,0.001111111,0.0007561727,29,2.92
0.4349685,8.709937,-4.454779,0.0,-0.002397213,0.0003120401,29,2.92
0.4456531,8.71,-4.472827,0.001932343,-0.0006441145,0.001111111,29,2.92
0.4705928,8.705296,-4.480593,0.0,0.002133615,0.001111111,29,2.92
0.489539,8.71477,-4.5,-8.692369e-05,-0.001111111,0.001452507,29,2.92
0.45527,8.71,-4.45473,-0.001888467,0.0,0.0,29,2.92
0.489539,8.71477,-4.5,-8.692369e-05,-0.001111111,0.001452507,30,3.02
0.45527,8.71,-4.45473,-0.001888467,0.0,0.0,30,3.02
0.4714978,8.717166,-4.461336,0.001967431,-0.0006015284,-0.001311621,30,3.02
0.4906872,8.709313,-4.440687,0.003333333,0.000518357,-0.000518357,30,3.02
0.4746928,8.715102,-4.454898,-0.001777063,-0.005776348,0.0007781352,30,3.02
0.4448461,8.714846,-4.45577,0.001720328,-0.004946339,0.0003046085,30,3.02
0.4746928,8.715102,-4.454898,-0.001777063,-0.005776348,0.0007781352,31,3.12
0.4448461,8.714846,-4.45577,0.001720328,-0.004946339,0.0003046085,31,3.12
0.4427122,8.717288,-4.498137,0.003474904,0.001595882,0.0003432002,31,3.12
0.4553965,8.715396,-4.489207,0.001191371,0.006050916,0.002222222,31,3.12
0.4851144,8.705114,-4.509771,0.002695,0.003486945,0.001749444,31,3.12
0.4878701,8.70574,-4.47213,0.00301486,7.090053e-06,-0.0007926379,31,3.12
0.4851144,8.705114,-4.509771,0.002695,0.003486945,0.001749444,32,3.22
0.4878701,8.70574,-4.47213,0.00301486,7.090053e-06,-0.0007926379,32,3.22
0.4866869,8.706687,-4.463252,0.002146509,0.002588495,0.001186824,32,3.22
0.465465,8.726395,-4.49186,0.003333333,0.003325439,0.0005595026,32,3.22
0.4852622,8.714738,-4.490524,0.0009467888,0.001098063,-0.0003155963,32,3.22
0.4652311,8.694923,-4.449846,-0.0005097541,-0.001320187,-0.0008104326,32,3.22
0.4852622,8.714738,-4.490524,0.0009467888,0.001098063,-0.0003155963,33,3.32
0.4652311,8.694923,-4.449846,-0.0005097541,-0.001320187,-0.0008104326,33,3.32
0.4493377,8.706225,-4.45755,-0.0001950694,0.002222222,-0.001569132,33,3.32
0.4632572,8.700697,-4.444651,0.002040786,0.004024966,-0.001621308,33,3.32
0.4801298,8.70987,-4.465065,0.003520897,0.001248216,-0.0009740058,33,3.32
0.4398845,8.71,-4.475289,0.0002983824,0.0002983824,-0.0005143464,33,3.32
0.4801298,8.70987,-4.465065,0.003520897,0.001248216,-0.0009740058,34,3.42
0.4398845,8.71,-4.475289,0.0002983824,0.0002983824,-0.0005143464,34,3.42
0.4428392,8.71,-4.501483,-0.0005046424,0.0006064687,-0.0002523212,34,3.42
0.4654588,8.72,-4.484847,0.001579444,0.002047776,0.003333333,34,3.42
0.4699371,8.714969,-4.465094,0.002429602,0.001440734,0.001233354,34,3.42
0.4753227,8.709785,-4.474892,0.000580807,-0.001060608,0.001401515,34,3.42
0.4699371,8.714969,-4.465094,0.002429602,0.001440734,0.001233354,35,3.52
0.4753227,8.709785,-4.474892,0.000580807,-0.001060608,0.001401515,35,3.52
0.4751985,8.712599,-4.470397,-0.004790228,-0.002604886,-0.0003642237,35,3.52
0.4807847,8.704608,-4.462354,0.002802689,0.001741401,0.001111111,35,3.52
0.4801222,8.71,-4.475061,-0.003333333,-0.005241904,0.0001701572,35,3.52
0.454768,8.714768,-4.475232,-0.002222222,-0.00378802,-0.0008165218,35,3.52
0.4801222,8.71,-4.475061,-0.003333333,-0.005241904,0.0001701572,36,3.62
0.454768,8.714768,-4.475232,-0.002222222,-0.00378802,-0.0008165218,36,3.62
0.47,8.722758,-4.504484,-0.0008340789,-0.002222222,-0.0002770322,36,3.62
0.469684,8.720316,-4.460316,-0.0003661322,-0.0005934402,-0.0005934402,36,3.62
0.47,8.726074,-4.482148,0.0001528081,-0.0003194343,-0.001430545,36,3.62
0.4749122,8.704737,-4.47,-0.0005787777,0.003576278,-0.0005787777,36,3.62
0.47,8.726074,-4.482148,0.0001528081,-0.0003194343,-0.001430545,37,3.72
0.4749122,8.704737,-4.47,-0.0005787777,0.003576278,-0.0005787777,37,3.72
0.4630857,8.716171,-4.481486,0.002026566,-0.001111111,-0.001111111,37,3.72
0.4494643,8.71,-4.480536,-0.001693645,-0.0044984,-0.0005825334,37,3.72
0.4427665,8.72,-4.5,-0.0001222178,-0.001233329,0.0008027789,37,3.72
0.4598514,8.705074,-4.445074,-0.0008414507,-0.001661255,0.0008306275,37,3.72
0.4427665,8.72,-4.5,-0.0001222178,-0.001233329,0.0008027789,38,3.82
0.4598514,8.705074,-4.445074,-0.0008414507,-0.001661255,0.0008306275,38,3.82
0.4626603,8.70734,-4.475321,0.001157022,0.0004811733,0.0002405867,38,3.82
0.4746919,8.700616,-4.478768,-0.001003245,-0.001218977,0.001218977,38,3.82
0.4597629,8.71,-4.484881,0.0,-0.003002608,0.002222222,38,3.82
0.4897362,8.72,-4.474868,-0.004172656,0.001678646,0.0,38,3.82
0.4597629,8.71,-4.484881,0.0,-0.003002608,0.002222222,39,3.92
0.4897362,8.72,-4.474868,-0.004172656,0.001678646,0.0,39,3.92
0.5007318,8.706179,-4.458536,-0.001482239,0.002345174,0.001605191,39,3.92
0.474351,8.714351,-4.450433,-0.0005005795,-0.0008912067,-0.0006105317,39,3.92
0.445369,8.695369,-4.480738,-0.002089418,-0.003200529,-0.0003109788,39,3.92
0.44,8.71619,-4.46381,0.0008284301,0.0002761434,-0.0008349677,39,3.92
0.445369,8.695369,-4.480738,-0.002089418,-0.003200529,-0.0003109788,40,4.02
0.44,8.71619,-4.46381,0.0008284301,0.0002761434,-0.0008349677,40,4.02
0.4636828,8.726317,-4.482634,0.00182846,0.002723847,0.001111111,40,4.02
0.4791116,8.704556,-4.483667,4.460825e-05,0.004444444,0.0005778597,40,4.02
0.4448841,8.704884,-4.479536,0.003541687,0.001319465,0.0,40,4.02
0.4756991,8.71,-4.474767,0.0,0.004722156,0.0,40,4.02
0.4448841,8.704884,-4.479536,0.003541687,0.001319465,0.0,41,4.12
0.4756991,8.71,-4.474767,0.0,0.004722156,0.0,41,4.12
0.5151392,8.717523,-4.46,0.0008327529,0.003148535,0.002222222,41,4.12
0.5,8.71,-4.446706,-0.0005291979,0.0,-0.001657881,41,4.12
0.4696813,8.739681,-4.464522,0.0005815065,-0.001692618,0.0005815065,41,4.12
0.4403955,8.695198,-4.46,0.00196468,0.004750551,0.0008373804,41,4.12
0.4696813,8.739681,-4.464522,0.0005815065,-0.001692618,0.0005815065,42,4.22
0.4403955,8.695198,-4.46,0.00196468,0.004750551,0.0008373804,42,4.22
0.46,8.694984,-4.490032,0.003134626,0.002849147,0.002222222,42,4.22
0.48,8.715565,-4.474435,0.0005512927,-0.000542767,-0.0005598184,42,4.22
0.4746574,8.71,-4.47863,-0.001934033,-0.001069467,0.001934033,42,4.22
0.4993353,8.714668,-4.460665,-0.0008418572,-0.001952968,-0.002525572,42,4.22
0.4746574,8.71,-4.47863,-0.001934033,-0.001069467,0.001934033,43,4.32
0.4993353,8.714668,-4.460665,-0.0008418572,-0.001952968,-0.002525572,43,4.32
0.5075628,8.707563,-4.457312,-0.0005034448,0.001215333,-0.001718777,43,4.32
0.4618919,8.704757,-4.484757,0.001181222,-0.001631611,-0.002222222,43,4.32
0.4397743,8.695339,-4.480226,-0.001401968,-0.003042477,-0.001692824,43,4.32
0.4405552,8.715278,-4.479445,0.001732933,0.004488622,-0.001377844,43,4.32
0.4397743,8.695339,-4.480226,-0.001401968,-0.003042477,-0.001692824,44,4.42
0.4405552,8.715278,-4.479445,0.001732933,0.004488622,-0.001377844,44,4.42
0.45,8.702422,-4.472422,0.002864938,0.00415037,0.001111111,44,4.42
0.4726189,8.703036,-4.474345,0.002707491,-0.0006727003,0.002222222,44,4.42
0.48,8.721196,-4.465598,-0.004438997,-0.001663943,0.0008319714,44,4.42
0.4938012,8.7154,-4.48,0.0003434185,0.0006868369,0.0,44,4.42
0.48,8.721196,-4.465598,-0.004438997,-0.001663943,0.0008319714,45,4.52
0.4938012,8.7154,-4.48,0.0003434185,0.0006868369,0.0,45,4.52
0.4776548,8.73,-4.477036,-0.003846118,0.0005127847,2.851389e-05,45,4.52
0.4545197,8.7,-4.46452,0.0005960654,-0.002303242,0.0005960654,45,4.52
0.4663729,8.705458,-4.468169,-0.001111111,-0.0009247037,0.0008028765,45,4.52
0.4551727,8.73,-4.470345,-0.000586705,0.0009865133,0.003395632,45,4.52
0.4663729,8.705458,-4.468169,-0.001111111,-0.0009247037,0.0008028765,46,4.62
0.4551727,8.73,-4.470345,-0.000586705,0.0009865133,0.003395632,46,4.62
0.45,8.717567,-4.4646,0.0008897125,0.0008876535,0.0008897125,46,4.62
0.4710188,8.713472,-4.488981,0.0005613951,0.002222222,0.001672506,46,4.62
0.4945594,8.71,-4.459119,-0.0008269611,0.00028415,0.003191258,46,4.62
0.4599434,8.715028,-4.46983,0.002055374,-0.002222222,0.0002555918,46,4.62
0.4945594,8.71,-4.459119,-0.0008269611,0.00028415,0.003191258,47,4.72
0.4599434,8.715028,-4.46983,0.002055374,-0.002222222,0.0002555918,47,4.72
0.4546917,8.737654,-4.477038,-0.0002956317,0.002829763,0.001614682,47,4.72
0.4434253,8.71,-4.473425,0.005512261,-0.003333333,0.001774904,47,4.72
0.444839,8.72,-4.479678,-0.0005595033,0.003609137,0.0008353072,47,4.72
0.4650894,8.7,-4.465268,0.0004842764,0.001595387,0.002948637,47,4.72
0.444839,8.72,-4.479678,-0.0005595033,0.003609137,0.0008353072,48,4.82
0.4650894,8.7,-4.465268,0.0004842764,0.001595387,0.002948637,48,4.82
0.45703,8.702343,-4.487657,0.001724495,0.002719949,0.002719949,48,4.82
0.48,8.725432,-4.460864,0.00117999,0.002829437,0.001683886,48,4.82
0.48,8.719869,-4.484673,-0.0008344928,0.001945604,0.002222222,48,4.82
0.4751426,8.700285,-4.45,-0.003675641,-0.001965954,0.001111111,48,4.82
0.48,8.719869,-4.484673,-0.0008344928,0.001945604,0.002222222,49,4.92
0.4751426,8.700285,-4.45,-0.003675641,-0.001965954,0.001111111,49,4.92
0.4542488,8.71,-4.475751,0.003120195,-0.002222222,0.0001369668,49,4.92
0.4544584,8.724458,-4.476625,3.323878e-05,-0.00114435,-0.0005389362,49,4.92
0.48,8.714748,-4.478991,0.0,-0.005611142,0.001374992,49,4.92
0.4698637,8.7,-4.444932,-0.001365272,0.0,-0.0003486276,49,4.92
0.48,8.714748,-4.478991,0.0,-0.005611142,0.001374992,50,5.02
0.4698637,8.7,-4.444932,-0.001365272,0.0,-0.0003486276,50,5.02
0.48,8.694743,-4.441859,-0.0006430478,0.003298336,0.000573054,50,5.02
0.4642782,8.717861,-4.464278,-0.003529185,-0.002484,-0.0006534814,50,5.02
0.4401914,8.734904,-4.49,0.0004183058,-0.000490209,-0.002568625,50,5.02
0.44,8.71,-4.4789,0.0009588867,-0.002766393,0.0001522245,50,5.02
0.4401914,8.734904,-4.49,0.0004183058,-0.000490209,-0.002568625,51,5.12
0.44,8.71,-4.4789,0.0009588867,-0.002766393,0.0001522245,51,5.12
0.4708896,8.686074,-4.486963,-0.0004639524,0.0006471587,0.0006471587,51,5.12
0.4843609,8.705639,-4.491278,0.0,0.001132344,-0.001111111,51,5.12
0.4713178,8.69,-4.49,-0.0005875181,0.0,-0.001111111,51,5.12
0.48,8.714188,-4.478376,-0.001979823,-0.001495024,0.0006263124,51,5.12
0.4713178,8.69,-4.49,-0.0005875181,0.0,-0.001111111,52,5.22
0.48,8.714188,-4.478376,-0.001979823,-0.001495024,0.0006263124,52,5.22
0.5121009,8.717899,-4.472101,-0.002222222,0.001610013,-0.001111111,52,5.22
0.4791422,8.720858,-4.459142,-0.002222222,-0.002288796,-0.004966713,52,5.22
0.4358803,8.72412,-4.458239,-0.001936343,-0.005523151,-0.002222222,52,5.22
0.43,8.715393,-4.470785,0.001581704,0.0004052214,-0.001346408,52,5.22
0.4358803,8.72412,-4.458239,-0.001936343,-0.005523151,-0.002222222,53,5.32
0.43,8.715393,-4.470785,0.001581704,0.0004052214,-0.001346408,53,5.32
0.4377809,8.7,-4.495562,0.0009282187,0.00638545,0.0004641094,53,5.32
0.4715258,8.691526,-4.505763,0.003470482,0.001111111,0.0005212684,53,5.32
0.4743021,8.707094,-4.475698,-0.002819463,-0.0002569353,-0.0005972405,53,5.32
0.4954853,8.720971,-4.481941,-0.0008731175,-0.0003971303,0.001349105,53,5.32
0.4743021,8.707094,-4.475698,-0.002819463,-0.0002569353,-0.0005972405,54,5.42
0.4954853,8.720971,-4.481941,-0.0008731175,-0.0003971303,0.001349105,54,5.42
0.4921514,8.714303,-4.497849,0.001312327,-0.002895891,-0.00178478,54,5.42
0.4554753,8.7,-4.470951,-0.0005630156,-0.001121058,-0.003333333,54,5.42
0.4396823,8.71,-4.48,0.00138342,-0.00138342,-0.002222222,54,5.42
