,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,1
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,1
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,1
603,1
604,0
605,0
606,1
607,0
608,0
609,1
610,0
611,0
612,0
613,0
614,1
615,0
616,0
617,1
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,1
627,1
628,0
629,1
630,0
631,0
632,0
633,0
634,1
635,0
636,0
637,1
638,0
639,0
640,1
641,1
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,1
650,0
651,1
652,1
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,1
661,1
662,1
663,0
664,1
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,1
673,0
674,1
675,1
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,1
685,0
686,1
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,1
696,1
697,1
698,1
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,1
707,0
708,1
709,1
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,1
719,0
720,1
721,1
722,0
723,0
724,0
725,0
726,1
727,0
728,0
729,1
730,1
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,1
742,1
743,1
744,1
745,0
746,0
747,0
748,0
749,1
750,0
751,0
752,1
753,0
754,0
755,1
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,1
765,0
766,1
767,1
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,1
777,1
778,0
779,1
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,1
789,1
790,1
791,0
792,0
793,0
794,0
795,0
796,1
797,0
798,0
799,0
800,1
801,0
802,0
803,1
804,0
805,0
806,0
807,0
808,1
809,0
810,0
811,0
812,1
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,1
824,0
825,0
826,1
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,1
836,1
837,0
838,1
839,0
840,0
841,1
842,0
843,1
844,0
845,0
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,1
854,1
855,0
856,0
857,0
858,0
859,1
860,0
861,1
862,0
863,0
864,0
865,0
866,1
867,0
868,0
869,0
870,0
871,1
872,0
873,1
874,1
875,0
876,0
877,1
878,0
879,1
880,0
881,1
882,0
883,1
884,0
885,1
886,0
887,0
888,1
889,0
890,0
891,2
892,0
893,0
894,0
895,0
896,0
897,1
898,1
899,0
900,0
901,1
902,1
903,0
904,1
905,0
906,0
907,1
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,1
921,0
922,1
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,1
931,1
932,0
933,0
934,1
935,1
936,1
937,0
938,0
939,1
940,0
941,0
942,1
943,1
944,0
945,0
946,1
947,1
948,0
949,0
950,1
951,0
952,0
953,1
954,0
955,1
956,0
957,0
958,0
959,1
960,0
961,1
962,0
963,1
964,0
965,0
966,1
967,0
968,0
969,0
970,0
971,0
972,0
973,1
974,1
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,0
983,1
984,0
985,0
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,1
996,1
997,0
998,1
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,1
1008,1
1009,1
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,1
1019,1
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,1
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,1
1042,1
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,1
1054,1
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,1
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,1
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,1
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,1
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,1
1123,0
1124,0
1125,1
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,1
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,0
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,1
1158,1
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,0
1168,1
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,1
1193,0
1194,1
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,0
1210,1
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,1
1228,1
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,1
1237,0
1238,1
1239,0
1240,0
1241,1
1242,0
1243,0
1244,0
1245,0
1246,1
1247,0
1248,3
1249,0
1250,1
1251,1
1252,0
1253,1
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,1
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,1
1274,0
1275,0
1276,1
1277,0
1278,0
1279,0
1280,0
1281,0
1282,1
1283,0
1284,1
1285,3
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,1
1297,0
1298,1
1299,1
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,1
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,3
1318,0
1319,1
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,1
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,3
1341,0
1342,1
1343,0
1344,1
1345,1
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,1
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,1
1368,1
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,1
1377,0
1378,0
1379,3
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,3
1387,0
1388,3
1389,0
1390,1
1391,1
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,1
1400,0
1401,1
1402,1
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,3
1410,1
1411,1
1412,0
1413,1
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,1
1423,0
1424,0
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,1
1435,0
1436,0
1437,1
1438,0
1439,0
1440,0
1441,0
1442,0
1443,3
1444,0
1445,1
1446,3
1447,0
1448,1
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,1
1460,1
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,3
1479,1
1480,1
1481,0
1482,1
1483,1
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,1
1494,1
1495,0
1496,0
1497,0
1498,0
1499,0
1500,3
1501,3
1502,1
1503,3
1504,0
1505,3
1506,0
1507,0
1508,0
1509,0
1510,0
1511,3
1512,0
1513,0
1514,1
1515,0
1516,1
1517,1
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,1
1527,0
1528,1
1529,1
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,0
1539,0
1540,3
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,1
1550,0
1551,0
1552,3
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,1
1562,0
1563,0
1564,0
1565,0
1566,3
1567,0
1568,0
1569,0
1570,3
1571,3
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,1
1584,1
1585,1
1586,2
1587,0
1588,2
1589,2
1590,0
1591,0
1592,0
1593,3
1594,1
1595,0
1596,0
1597,3
1598,3
1599,0
1600,0
1601,1
1602,0
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,3
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,3
1621,1
1622,0
1623,0
1624,1
1625,0
1626,0
1627,1
1628,3
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,3
1638,3
1639,3
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,1
1656,0
1657,0
1658,1
1659,1
1660,0
1661,0
1662,2
1663,3
1664,0
1665,0
1666,2
1667,1
1668,0
1669,0
1670,1
1671,0
1672,0
1673,2
1674,0
1675,0
1676,0
1677,0
1678,3
1679,0
1680,1
1681,0
1682,0
1683,1
1684,2
1685,1
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,1
1697,1
1698,0
1699,3
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,3
1709,0
1710,0
1711,0
1712,0
1713,2
1714,0
1715,0
1716,0
1717,2
1718,3
1719,0
1720,3
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,3
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,1
1735,3
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1
1744,0
1745,3
1746,3
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,0
1754,0
1755,0
1756,0
1757,3
1758,0
1759,0
1760,0
1761,3
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,1
1780,0
1781,0
1782,1
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,1
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,3
1803,0
1804,0
1805,0
1806,0
1807,3
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,3
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,1
1832,0
1833,0
1834,3
1835,0
1836,0
1837,0
1838,1
1839,0
1840,0
1841,1
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,1
1849,0
1850,3
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,3
1858,0
1859,0
1860,0
1861,1
1862,0
1863,1
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,3
1884,0
1885,0
1886,0
1887,1
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,3
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,3
1908,0
1909,0
1910,0
1911,0
1912,3
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,3
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,3
1956,0
1957,0
1958,1
1959,1
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,3
1967,3
1968,1
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,3
1983,1
1984,0
1985,0
1986,0
1987,0
1988,3
1989,0
1990,0
1991,0
1992,0
1993,1
1994,3
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,3
2003,1
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,3
2012,3
2013,0
2014,0
2015,0
2016,0
2017,1
2018,1
2019,3
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,1
2027,3
2028,3
2029,1
2030,0
2031,0
2032,0
2033,0
2034,3
2035,3
2036,3
2037,0
2038,3
2039,0
2040,1
2041,3
2042,3
2043,0
2044,3
2045,3
2046,3
2047,0
2048,3
2049,0
2050,0
2051,1
2052,1
2053,3
2054,0
2055,3
2056,0
2057,3
2058,3
2059,3
2060,1
2061,3
2062,0
2063,3
2064,0
2065,3
2066,3
2067,3
2068,3
2069,3
2070,0
2071,0
2072,0
2073,0
2074,0
2075,1
2076,3
2077,0
2078,0
2079,3
2080,3
2081,3
2082,3
2083,1
2084,0
2085,0
2086,0
2087,0
2088,3
2089,0
2090,3
2091,3
2092,3
2093,3
2094,0
2095,0
2096,0
2097,0
2098,1
2099,3
2100,3
2101,3
2102,0
2103,3
2104,3
2105,3
2106,1
2107,3
2108,0
2109,0
2110,0
2111,3
2112,3
2113,3
2114,3
2115,3
2116,3
2117,0
2118,3
2119,1
2120,1
2121,1
2122,3
2123,3
2124,0
2125,0
2126,3
2127,0
2128,0
2129,3
2130,3
2131,3
2132,1
2133,3
2134,3
2135,3
2136,3
2137,3
2138,3
2139,3
2140,3
2141,1
2142,0
2143,3
2144,3
2145,3
2146,3
2147,3
2148,3
2149,3
2150,0
2151,0
2152,3
2153,0
2154,1
2155,1
2156,3
2157,3
2158,3
2159,3
2160,3
2161,3
2162,3
2163,1
2164,3
2165,3
2166,3
2167,3
2168,3
2169,3
2170,3
2171,3
2172,3
2173,3
2174,1
2175,3
2176,0
2177,1
2178,3
2179,3
2180,1
2181,3
2182,3
2183,3
2184,3
2185,3
2186,3
2187,0
2188,3
2189,3
2190,3
2191,1
2192,3
2193,3
2194,3
2195,3
2196,3
2197,1
2198,1
2199,1
2200,3
2201,3
2202,3
2203,3
2204,0
2205,3
2206,3
2207,0
2208,3
2209,1
2210,1
2211,1
2212,3
2213,0
2214,3
2215,3
2216,3
2217,0
2218,3
2219,3
2220,0
2221,3
2222,3
2223,3
2224,3
2225,3
2226,3
2227,3
2228,0
2229,3
2230,1
2231,3
2232,0
2233,3
2234,3
2235,3
2236,0
2237,3
2238,3
2239,3
2240,3
2241,3
2242,3
2243,1
2244,1
2245,1
2246,3
2247,3
2248,1
2249,0
2250,3
2251,0
2252,3
2253,3
2254,0
2255,1
2256,1
2257,3
2258,3
2259,0
2260,3
2261,3
2262,3
2263,0
2264,0
2265,0
2266,0
2267,1
2268,3
2269,0
2270,0
2271,0
2272,3
2273,3
2274,3
2275,0
2276,3
2277,0
2278,1
2279,1
2280,0
2281,0
2282,0
2283,1
2284,0
2285,3
2286,3
2287,0
2288,3
2289,0
2290,1
2291,3
2292,3
2293,0
2294,0
2295,0
2296,0
2297,0
2298,3
2299,3
2300,3
2301,3
2302,1
2303,0
2304,3
2305,0
2306,0
2307,0
2308,3
2309,3
2310,0
2311,3
2312,1
2313,3
2314,1
2315,3
2316,0
2317,0
2318,0
2319,0
2320,3
2321,3
2322,3
2323,3
2324,0
2325,1
2326,3
2327,3
2328,0
2329,3
2330,3
2331,3
2332,3
2333,3
2334,3
2335,3
2336,3
2337,1
2338,3
2339,3
2340,0
2341,0
2342,0
2343,0
2344,0
2345,3
2346,3
2347,3
2348,3
2349,3
2350,0
2351,3
2352,0
2353,3
2354,0
2355,3
2356,3
2357,3
2358,3
2359,0
2360,3
2361,3
2362,3
2363,3
2364,3
2365,0
2366,0
2367,0
2368,3
2369,3
2370,3
2371,0
2372,0
2373,0
2374,3
2375,3
2376,0
2377,0
2378,0
2379,0
2380,3
2381,3
2382,3
2383,0
2384,3
2385,3
2386,0
2387,0
2388,0
2389,0
2390,0
2391,3
2392,3
2393,0
2394,3
2395,0
2396,3
2397,3
2398,3
2399,3
2400,0
2401,0
2402,0
2403,0
2404,3
2405,3
2406,3
2407,0
2408,0
2409,0
2410,3
2411,0
2412,0
2413,0
2414,0
2415,0
2416,3
2417,1
2418,3
2419,0
2420,0
2421,2
2422,3
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,3
2430,3
2431,0
2432,3
2433,3
2434,0
2435,3
2436,0
2437,3
2438,3
2439,3
2440,1
2441,3
2442,0
2443,3
2444,0
2445,3
2446,0
2447,0
2448,0
2449,3
2450,3
2451,3
2452,3
2453,1
2454,0
2455,0
2456,3
2457,0
2458,0
2459,3
2460,3
2461,3
2462,3
2463,3
2464,3
2465,3
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,3
2473,3
2474,0
2475,3
2476,0
2477,3
2478,0
2479,0
2480,0
2481,0
2482,0
2483,3
2484,0
2485,3
2486,3
2487,3
2488,0
2489,3
2490,0
2491,3
2492,0
2493,3
2494,0
2495,3
2496,3
2497,3
2498,3
2499,0
2500,3
2501,3
2502,3
2503,3
2504,0
2505,0
2506,3
2507,0
2508,3
2509,3
2510,3
2511,0
2512,0
2513,3
2514,3
2515,0
2516,0
2517,3
2518,3
2519,3
2520,0
2521,3
2522,3
2523,0
2524,0
2525,3
2526,3
2527,0
2528,0
2529,0
2530,3
2531,3
2532,3
2533,3
2534,3
2535,3
2536,0
2537,3
2538,3
2539,0
2540,0
2541,0
2542,3
2543,3
2544,3
2545,3
2546,0
2547,3
2548,2
2549,3
2550,0
2551,0
2552,3
2553,0
2554,3
2555,3
2556,3
2557,3
2558,2
2559,3
2560,0
2561,3
2562,3
2563,0
2564,0
2565,3
2566,3
2567,3
2568,3
2569,3
2570,0
2571,3
2572,0
2573,3
2574,0
2575,0
2576,0
2577,0
2578,3
2579,3
2580,0
2581,3
2582,0
2583,3
2584,0
2585,3
2586,0
2587,0
2588,0
2589,3
2590,0
2591,3
2592,0
2593,0
2594,0
2595,3
2596,3
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,3
2604,0
2605,0
2606,0
2607,0
2608,3
2609,0
2610,0
2611,0
2612,0
2613,3
2614,3
2615,3
2616,3
2617,1
2618,3
2619,0
2620,0
2621,3
2622,0
2623,0
2624,0
2625,0
2626,0
2627,3
2628,0
2629,1
2630,3
2631,1
2632,3
2633,3
2634,0
2635,0
2636,0
2637,3
2638,3
2639,3
2640,3
2641,1
2642,3
2643,1
2644,0
2645,0
2646,0
2647,0
2648,0
2649,3
2650,0
2651,0
2652,3
2653,1
2654,1
2655,0
2656,3
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,3
2664,3
2665,0
2666,3
2667,0
2668,3
2669,0
2670,0
2671,0
2672,3
2673,3
2674,0
2675,3
2676,1
2677,0
2678,3
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,3
2686,3
2687,0
2688,0
2689,3
2690,0
2691,3
2692,0
2693,0
2694,0
2695,0
2696,0
2697,3
2698,3
2699,0
2700,3
2701,0
2702,0
2703,0
2704,3
2705,3
2706,3
2707,3
2708,0
2709,3
2710,0
2711,3
2712,0
2713,0
2714,0
2715,1
2716,0
2717,3
2718,3
2719,0
2720,3
2721,0
2722,0
2723,0
2724,3
2725,3
2726,3
2727,0
2728,0
2729,0
2730,3
2731,3
2732,0
2733,0
2734,3
2735,0
2736,3
2737,0
2738,3
2739,0
2740,3
2741,3
2742,0
2743,3
2744,0
2745,0
2746,0
2747,3
2748,0
2749,3
2750,0
2751,3
2752,3
2753,0
2754,3
2755,0
2756,3
2757,0
2758,0
2759,0
2760,3
2761,0
2762,3
2763,3
2764,3
2765,3
2766,0
2767,0
2768,3
2769,3
2770,0
2771,0
2772,0
2773,3
2774,0
2775,0
2776,3
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,3
2787,3
2788,3
2789,0
2790,0
2791,0
2792,3
2793,0
2794,0
2795,3
2796,3
2797,3
2798,3
2799,3
2800,0
2801,3
2802,3
2803,3
2804,0
2805,3
2806,0
2807,3
2808,3
2809,0
2810,3
2811,3
2812,3
2813,3
2814,0
2815,0
2816,3
2817,0
2818,3
2819,0
2820,0
2821,0
2822,0
2823,1
2824,3
2825,0
2826,3
2827,0
2828,0
2829,3
2830,0
2831,3
2832,3
2833,0
2834,2
2835,3
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,3
2844,0
2845,0
2846,3
2847,3
2848,3
2849,0
2850,0
2851,0
2852,3
2853,3
2854,3
2855,0
2856,0
2857,3
2858,0
2859,3
2860,0
2861,3
2862,0
2863,3
2864,3
2865,0
2866,0
2867,0
2868,0
2869,3
2870,0
2871,0
2872,0
2873,0
2874,3
2875,0
2876,0
2877,0
2878,1
2879,0
2880,3
2881,3
2882,0
2883,0
2884,0
2885,3
2886,3
2887,0
2888,3
2889,1
2890,3
2891,3
2892,3
2893,0
2894,0
2895,0
2896,3
2897,3
2898,3
2899,3
2900,0
2901,3
2902,0
2903,3
2904,0
2905,0
2906,0
2907,0
2908,3
2909,3
2910,0
2911,0
2912,3
2913,0
2914,3
2915,0
2916,0
2917,0
2918,3
2919,0
2920,3
2921,3
2922,0
2923,3
2924,3
2925,0
2926,3
2927,3
2928,3
2929,3
2930,3
2931,3
2932,3
2933,3
2934,0
2935,0
2936,3
2937,3
2938,0
2939,3
2940,3
2941,0
2942,0
2943,3
2944,2
2945,3
2946,3
2947,0
2948,1
2949,1
2950,3
2951,3
2952,0
2953,3
2954,3
2955,3
2956,3
2957,3
2958,3
2959,3
2960,3
2961,1
2962,2
2963,3
2964,3
2965,0
2966,3
2967,0
2968,3
2969,2
2970,1
2971,3
2972,3
2973,3
2974,0
2975,3
2976,0
2977,3
2978,0
2979,3
2980,3
2981,3
2982,3
2983,3
2984,1
2985,2
2986,3
2987,3
2988,0
2989,0
2990,3
2991,3
2992,3
2993,3
2994,3
2995,3
2996,3
2997,3
