,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,1
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,1
561,1
562,1
563,0
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,1
574,1
575,1
576,0
577,0
578,0
579,0
580,0
581,1
582,0
583,1
584,0
585,1
586,1
587,1
588,1
589,0
590,0
591,0
592,1
593,0
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,0
602,0
603,1
604,1
605,0
606,1
607,1
608,1
609,0
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,0
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,0
628,1
629,1
630,0
631,1
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,1
645,0
646,0
647,0
648,1
649,1
650,0
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,0
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,0
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,0
714,0
715,0
716,1
717,1
718,0
719,0
720,1
721,0
722,0
723,0
724,0
725,0
726,1
727,0
728,0
729,0
730,1
731,0
732,0
733,0
734,0
735,1
736,1
737,0
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,0
798,1
799,1
800,1
801,1
802,0
803,1
804,0
805,0
806,0
807,0
808,0
809,1
810,1
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,1
819,1
820,0
821,0
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,0
881,0
882,0
883,1
884,0
885,0
886,1
887,1
888,0
889,0
890,0
891,0
892,0
893,1
894,0
895,0
896,1
897,0
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,0
955,0
956,1
957,1
958,1
959,1
960,1
961,0
962,0
963,0
964,0
965,1
966,1
967,0
968,0
969,1
970,1
971,0
972,0
973,0
974,0
975,0
976,1
977,0
978,0
979,1
980,1
981,1
982,1
983,1
984,1
985,0
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,0
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,0
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,0
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,1
1038,1
1039,1
1040,0
1041,1
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,1
1059,1
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,1
1092,0
1093,0
1094,0
1095,1
1096,1
1097,1
1098,1
1099,0
1100,0
1101,1
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,1
1119,1
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,1
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,1
1178,0
1179,0
1180,1
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,1
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,1
1207,1
1208,2
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,1
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,2
1258,0
1259,0
1260,1
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,2
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,2
1278,1
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,3
1295,0
1296,1
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,2
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,1
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,3
1322,1
1323,1
1324,0
1325,0
1326,0
1327,3
1328,0
1329,0
1330,0
1331,3
1332,3
1333,3
1334,3
1335,1
1336,0
1337,3
1338,0
1339,0
1340,0
1341,3
1342,3
1343,3
1344,3
1345,1
1346,0
1347,0
1348,3
1349,0
1350,0
1351,0
1352,3
1353,0
1354,3
1355,3
1356,1
1357,0
1358,3
1359,0
1360,3
1361,0
1362,0
1363,3
1364,3
1365,0
1366,0
1367,0
1368,0
1369,0
1370,3
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,3
1379,0
1380,3
1381,0
1382,0
1383,0
1384,0
1385,1
1386,2
1387,0
1388,0
1389,3
1390,0
1391,3
1392,0
1393,0
1394,0
1395,1
1396,0
1397,3
1398,0
1399,3
1400,0
1401,0
1402,3
1403,3
1404,3
1405,2
1406,0
1407,3
1408,0
1409,3
1410,0
1411,3
1412,0
1413,0
1414,1
1415,0
1416,0
1417,3
1418,3
1419,3
1420,0
1421,3
1422,0
1423,3
1424,0
1425,0
1426,0
1427,0
1428,3
1429,0
1430,0
1431,0
1432,3
1433,3
1434,0
1435,0
1436,0
1437,3
1438,3
1439,0
1440,3
1441,0
1442,3
1443,1
1444,1
1445,0
1446,0
1447,3
1448,3
1449,0
1450,3
1451,3
1452,3
1453,3
1454,0
1455,3
1456,0
1457,3
1458,0
1459,0
1460,3
1461,0
1462,0
1463,0
1464,0
1465,0
1466,3
1467,3
1468,3
1469,3
1470,3
1471,2
1472,0
1473,0
1474,0
1475,0
1476,0
1477,3
1478,0
1479,3
1480,3
1481,3
1482,3
1483,0
1484,0
1485,3
1486,3
1487,3
1488,0
1489,3
1490,3
1491,3
1492,3
1493,1
1494,0
1495,0
1496,3
1497,0
1498,3
1499,0
1500,0
1501,1
1502,0
1503,1
1504,1
1505,3
1506,0
1507,3
1508,0
1509,0
1510,3
1511,1
1512,0
1513,0
1514,0
1515,1
1516,1
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,3
1526,3
1527,0
1528,1
1529,3
1530,3
1531,3
1532,0
1533,0
1534,0
1535,0
1536,0
1537,3
1538,0
1539,1
1540,3
1541,0
1542,1
1543,1
1544,3
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,2
1559,2
1560,0
1561,0
1562,0
1563,3
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,1
1571,3
1572,0
1573,3
1574,3
1575,1
1576,3
1577,0
1578,0
1579,0
1580,0
1581,0
1582,3
1583,3
1584,0
1585,3
1586,0
1587,1
1588,0
1589,0
1590,3
1591,3
1592,0
1593,0
1594,3
1595,3
1596,0
1597,3
1598,0
1599,0
1600,0
1601,3
1602,0
1603,3
1604,1
1605,0
1606,3
1607,0
1608,3
1609,0
1610,3
1611,3
1612,3
1613,0
1614,1
1615,3
1616,0
1617,3
1618,0
1619,0
1620,3
1621,3
1622,0
1623,3
1624,3
1625,3
1626,3
1627,0
1628,3
1629,3
1630,3
1631,3
1632,0
1633,3
1634,3
1635,1
1636,1
1637,0
1638,0
1639,3
1640,3
1641,3
1642,3
1643,0
1644,3
1645,3
1646,0
1647,3
1648,0
1649,3
1650,3
1651,3
1652,0
1653,3
1654,3
1655,0
1656,3
1657,0
1658,0
1659,0
1660,3
1661,3
1662,3
1663,3
1664,3
1665,0
1666,3
1667,0
1668,0
1669,0
1670,0
1671,3
1672,0
1673,0
1674,3
1675,0
1676,3
1677,0
1678,0
1679,1
1680,0
1681,3
1682,0
1683,0
1684,0
1685,3
1686,0
1687,0
1688,3
1689,3
1690,3
1691,3
1692,0
1693,0
1694,3
1695,0
1696,0
1697,2
1698,3
1699,3
1700,1
1701,0
1702,0
1703,3
1704,0
1705,0
1706,0
1707,0
1708,0
1709,3
1710,3
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,1
1729,3
1730,3
1731,0
1732,1
1733,0
1734,0
1735,3
1736,0
1737,0
1738,0
1739,0
1740,0
1741,3
1742,0
1743,0
1744,0
1745,3
1746,0
1747,3
1748,0
1749,0
1750,0
1751,3
1752,0
1753,3
1754,0
1755,3
1756,0
1757,3
1758,3
1759,0
1760,0
1761,3
1762,3
1763,0
1764,3
1765,3
1766,0
1767,3
1768,0
1769,0
1770,0
1771,0
1772,3
1773,0
1774,0
1775,3
1776,0
1777,3
1778,0
1779,3
1780,0
1781,3
1782,3
1783,3
1784,0
1785,3
1786,0
1787,3
1788,3
1789,3
1790,3
1791,3
1792,1
1793,0
1794,3
1795,0
1796,3
1797,3
1798,3
1799,0
1800,0
1801,3
1802,3
1803,3
1804,0
1805,0
1806,3
1807,0
1808,0
1809,0
1810,0
1811,3
1812,1
1813,3
1814,3
1815,0
1816,3
1817,0
1818,0
1819,0
1820,0
1821,3
1822,1
1823,0
1824,3
1825,0
1826,3
1827,0
1828,0
1829,0
1830,3
1831,0
1832,3
1833,3
1834,3
1835,3
1836,3
1837,0
1838,0
1839,0
1840,3
1841,3
1842,3
1843,0
1844,3
1845,3
1846,3
1847,0
1848,3
1849,0
1850,3
1851,0
1852,0
1853,0
1854,3
1855,0
1856,0
1857,0
1858,0
1859,0
1860,3
1861,0
1862,0
1863,0
1864,0
1865,3
1866,3
1867,0
1868,1
1869,2
1870,2
1871,1
1872,2
1873,3
1874,0
1875,0
1876,2
1877,1
1878,3
1879,1
1880,0
1881,2
1882,0
1883,2
1884,3
1885,3
1886,2
1887,1
1888,2
1889,3
1890,2
1891,2
1892,1
1893,1
1894,2
1895,0
1896,2
1897,2
1898,0
1899,3
1900,0
1901,3
1902,0
1903,3
1904,3
1905,3
1906,0
1907,0
1908,0
1909,3
1910,3
1911,3
1912,0
1913,3
1914,3
1915,3
1916,0
1917,0
1918,3
1919,3
1920,0
1921,0
1922,3
1923,3
1924,3
1925,3
1926,3
1927,3
1928,3
1929,3
1930,3
1931,0
1932,3
1933,3
1934,0
1935,0
1936,0
1937,3
1938,0
1939,3
1940,0
1941,3
1942,3
1943,3
1944,3
1945,3
1946,3
1947,3
1948,1
1949,3
1950,0
1951,3
1952,3
1953,0
1954,0
1955,0
1956,0
1957,3
1958,1
1959,0
1960,0
1961,3
1962,3
1963,0
1964,3
1965,1
1966,0
1967,1
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,2
1980,0
1981,1
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,3
1990,0
1991,0
1992,0
1993,0
1994,0
1995,3
1996,3
1997,0
1998,3
1999,1
2000,1
2001,3
2002,0
2003,3
2004,3
2005,0
2006,0
2007,0
2008,3
2009,1
2010,1
2011,0
2012,3
2013,3
2014,3
2015,3
2016,3
2017,3
2018,0
2019,0
2020,0
2021,3
2022,0
2023,3
2024,0
2025,3
2026,0
2027,3
2028,3
2029,3
2030,3
2031,0
2032,3
2033,3
2034,0
2035,0
2036,3
2037,1
2038,1
2039,3
2040,3
2041,3
2042,0
2043,3
2044,0
2045,0
2046,3
2047,3
2048,0
2049,0
2050,0
2051,0
2052,0
2053,1
2054,0
2055,1
2056,3
2057,3
2058,3
2059,3
2060,3
2061,3
2062,1
2063,3
2064,3
2065,1
2066,0
2067,1
2068,1
2069,1
2070,3
2071,3
2072,3
2073,3
2074,1
2075,0
2076,0
2077,3
2078,1
2079,3
2080,2
2081,3
2082,3
2083,1
2084,0
2085,0
2086,1
2087,1
2088,1
2089,1
2090,1
2091,3
2092,0
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,3
2100,1
2101,3
2102,0
2103,3
2104,1
2105,0
2106,1
2107,3
2108,3
2109,0
2110,3
2111,3
2112,0
2113,0
2114,0
2115,3
2116,3
2117,3
2118,3
2119,1
2120,0
2121,3
2122,0
2123,3
2124,3
2125,3
2126,3
2127,0
2128,1
2129,0
2130,3
2131,3
2132,0
2133,3
2134,1
2135,0
2136,0
2137,1
2138,0
2139,0
2140,1
2141,1
2142,3
2143,1
2144,3
2145,0
2146,0
2147,3
2148,0
2149,0
2150,0
2151,0
2152,3
2153,3
2154,3
2155,3
2156,3
2157,0
2158,3
2159,0
2160,0
2161,3
2162,0
2163,3
2164,3
2165,3
2166,0
2167,3
2168,2
2169,3
2170,0
2171,3
2172,3
2173,1
2174,0
2175,0
2176,3
2177,2
2178,1
2179,0
2180,3
2181,3
2182,0
2183,0
2184,3
2185,0
2186,3
2187,0
2188,0
2189,3
2190,3
2191,0
2192,0
2193,1
2194,0
2195,0
2196,0
2197,0
2198,3
2199,0
2200,3
2201,0
2202,0
2203,3
2204,0
2205,0
2206,1
2207,3
2208,1
2209,3
2210,3
2211,0
2212,0
2213,0
2214,1
2215,1
2216,0
2217,3
2218,3
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,1
2228,3
2229,0
2230,0
2231,0
2232,3
2233,1
2234,0
2235,3
2236,3
2237,3
2238,0
2239,0
2240,3
2241,3
2242,1
2243,0
2244,0
2245,1
2246,3
2247,0
2248,0
2249,3
2250,0
2251,1
2252,0
2253,0
2254,3
2255,3
2256,0
2257,3
2258,1
2259,3
2260,0
2261,3
2262,3
2263,0
2264,3
2265,0
2266,3
2267,3
2268,0
2269,3
2270,0
2271,3
2272,0
2273,3
2274,3
2275,3
2276,3
2277,3
2278,3
2279,3
2280,1
2281,3
2282,3
2283,1
2284,3
2285,0
2286,3
2287,1
2288,3
2289,3
2290,3
2291,3
2292,3
2293,3
2294,3
2295,0
2296,3
2297,1
2298,3
2299,3
2300,1
2301,0
2302,3
2303,3
2304,3
2305,0
2306,3
2307,3
2308,1
2309,1
2310,0
2311,0
2312,3
2313,1
2314,3
2315,0
2316,3
2317,3
2318,0
2319,0
2320,3
2321,3
2322,3
2323,1
2324,3
2325,0
2326,0
2327,0
2328,1
2329,3
2330,1
2331,1
2332,0
2333,1
2334,3
2335,3
2336,0
2337,3
2338,3
2339,2
2340,1
2341,0
2342,3
2343,3
2344,3
2345,0
2346,3
2347,3
2348,0
2349,3
2350,0
2351,3
2352,1
2353,0
2354,0
2355,0
2356,3
2357,3
2358,3
2359,3
2360,3
2361,3
2362,0
2363,3
2364,0
2365,3
2366,0
2367,0
2368,3
2369,3
2370,3
2371,3
2372,3
2373,3
2374,3
2375,0
2376,3
2377,3
2378,3
2379,0
2380,3
2381,3
2382,0
2383,3
2384,3
2385,0
2386,3
2387,0
2388,0
2389,0
2390,3
2391,3
2392,3
2393,0
2394,0
2395,0
2396,3
2397,0
2398,3
2399,0
2400,3
2401,3
2402,0
2403,0
2404,3
2405,3
2406,3
2407,3
2408,0
2409,3
2410,3
2411,0
2412,3
2413,3
2414,3
2415,3
2416,3
2417,0
2418,3
2419,3
2420,3
2421,0
2422,3
2423,3
2424,0
2425,3
2426,0
2427,0
2428,0
2429,3
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,1
2437,3
2438,0
2439,0
2440,0
2441,3
2442,0
2443,0
2444,0
2445,0
2446,3
2447,3
2448,3
2449,0
2450,3
2451,3
2452,0
2453,0
2454,3
2455,0
2456,3
2457,0
2458,0
2459,0
2460,3
2461,3
2462,0
2463,0
2464,0
2465,3
2466,3
2467,0
2468,0
2469,3
2470,3
2471,3
2472,3
2473,3
2474,0
2475,3
2476,3
2477,0
2478,0
2479,3
2480,3
2481,0
2482,3
2483,0
2484,3
2485,3
2486,2
2487,0
2488,3
2489,3
2490,0
2491,0
2492,0
2493,0
2494,0
2495,1
2496,0
2497,0
2498,3
2499,3
2500,0
2501,3
2502,3
2503,3
2504,3
2505,2
2506,0
2507,3
2508,3
2509,3
2510,3
2511,0
2512,0
2513,3
2514,0
2515,3
2516,3
2517,3
2518,3
2519,3
2520,3
2521,3
2522,3
2523,0
2524,3
2525,0
2526,3
2527,0
2528,3
2529,3
2530,0
2531,3
2532,3
2533,3
2534,3
2535,0
2536,3
2537,3
2538,3
2539,3
2540,0
2541,0
2542,0
2543,3
2544,3
2545,3
2546,3
2547,3
2548,3
2549,0
2550,3
2551,0
2552,3
2553,0
2554,0
2555,3
2556,3
2557,3
2558,0
2559,3
2560,0
2561,0
2562,1
2563,0
2564,3
2565,3
2566,3
2567,3
2568,3
2569,0
2570,3
2571,0
2572,2
2573,0
2574,3
2575,0
2576,3
2577,0
2578,3
2579,3
2580,3
2581,3
2582,1
2583,0
2584,3
2585,3
2586,0
2587,0
2588,3
2589,0
2590,0
2591,2
2592,3
2593,3
2594,3
2595,3
2596,0
2597,3
2598,3
2599,0
2600,0
2601,1
2602,3
2603,0
2604,3
2605,0
2606,0
2607,3
2608,0
2609,1
2610,0
2611,0
2612,0
2613,3
2614,3
2615,3
2616,1
2617,0
2618,3
2619,3
2620,0
2621,0
2622,3
2623,3
2624,0
2625,0
2626,3
2627,3
2628,0
2629,3
2630,3
2631,3
2632,3
2633,3
2634,3
2635,3
2636,3
2637,0
2638,3
2639,3
2640,0
2641,3
2642,3
2643,0
2644,3
2645,3
2646,3
2647,3
2648,0
2649,3
2650,0
2651,3
2652,3
2653,3
2654,3
2655,0
2656,3
2657,0
2658,3
2659,0
2660,0
2661,3
2662,0
2663,3
2664,3
2665,3
2666,3
2667,3
2668,0
2669,3
2670,3
2671,3
2672,3
2673,3
2674,3
2675,3
2676,3
2677,3
2678,3
2679,0
2680,3
2681,3
2682,3
2683,1
2684,2
2685,2
2686,2
2687,1
2688,3
2689,3
2690,3
2691,3
2692,0
2693,3
2694,0
2695,3
2696,3
2697,3
2698,3
2699,0
2700,3
2701,3
2702,3
2703,3
2704,3
2705,3
2706,0
2707,3
2708,0
2709,0
2710,3
2711,3
2712,3
2713,3
2714,3
2715,0
2716,0
2717,3
2718,3
2719,3
2720,3
2721,3
2722,3
2723,3
2724,3
2725,0
2726,3
2727,3
2728,0
2729,3
2730,3
2731,3
2732,3
2733,0
2734,3
2735,0
2736,3
2737,3
2738,3
2739,3
2740,3
2741,3
2742,3
2743,0
2744,3
2745,0
2746,3
2747,3
2748,3
2749,3
2750,3
2751,1
2752,3
2753,3
2754,3
2755,3
2756,3
2757,3
2758,3
2759,3
2760,3
2761,3
2762,3
2763,3
2764,3
2765,3
2766,3
2767,3
2768,3
2769,3
2770,3
2771,3
2772,3
2773,3
2774,3
2775,3
2776,3
2777,3
2778,3
2779,3
2780,3
2781,3
2782,3
2783,3
2784,3
2785,2
2786,3
2787,3
2788,3
2789,3
2790,0
2791,0
2792,3
2793,3
2794,3
2795,3
2796,0
2797,0
2798,3
2799,3
2800,3
2801,3
2802,3
2803,3
2804,3
2805,0
2806,3
2807,3
2808,0
2809,3
2810,3
2811,0
2812,3
2813,3
2814,0
2815,0
2816,3
2817,0
2818,3
2819,3
2820,0
2821,3
2822,0
2823,3
2824,3
2825,0
2826,3
2827,3
2828,0
2829,3
2830,3
2831,3
2832,3
2833,0
2834,3
2835,3
2836,3
2837,3
2838,3
2839,3
2840,3
2841,3
2842,0
2843,3
2844,3
2845,3
2846,3
2847,3
2848,3
2849,0
2850,3
2851,3
2852,0
2853,0
2854,0
2855,3
2856,3
2857,3
2858,0
2859,0
2860,0
2861,3
2862,0
2863,0
2864,3
2865,0
2866,3
2867,0
2868,3
2869,3
2870,0
2871,3
2872,3
2873,3
2874,3
2875,3
2876,3
2877,3
2878,3
2879,0
2880,3
2881,3
2882,3
2883,0
2884,3
2885,3
2886,3
2887,3
2888,0
2889,3
2890,3
2891,3
2892,3
2893,3
2894,3
2895,3
2896,3
2897,0
2898,3
2899,3
2900,0
2901,3
2902,3
2903,3
2904,3
2905,3
2906,3
2907,0
2908,3
2909,3
2910,3
2911,3
2912,3
2913,3
2914,3
2915,0
2916,3
2917,0
2918,3
2919,3
2920,3
2921,3
2922,3
2923,3
2924,3
2925,3
2926,3
2927,3
2928,3
2929,3
2930,3
2931,3
2932,3
2933,3
2934,3
2935,3
2936,3
2937,3
2938,3
2939,3
2940,3
2941,3
2942,3
2943,3
2944,3
2945,3
2946,0
2947,3
2948,3
2949,3
2950,3
2951,3
2952,3
2953,3
2954,3
2955,3
2956,3
2957,3
2958,3
2959,3
2960,3
2961,3
2962,3
2963,3
2964,3
2965,0
2966,3
2967,3
2968,3
2969,3
2970,0
2971,3
2972,3
2973,3
2974,3
2975,3
2976,3
2977,0
2978,3
2979,3
2980,3
2981,3
2982,3
2983,3
2984,3
2985,0
2986,3
2987,0
2988,3
2989,3
2990,3
2991,0
2992,3
2993,3
2994,3
2995,0
2996,3
2997,0
